docs,tokens,step,weights,probe_acc,run,model_size,setting,corpus_type,level,seed,budget_mult,docs_since_window
74752,901193,584,main_at_snapshot,0.0,CURATEDF_seed5_L_base,L,base,CURATED,30,5,1,-4195248
83072,1001318,649,branch,0.0,CURATEDF_seed5_L_base,L,base,CURATED,30,5,1,-4186928
168832,2034148,1319,main_at_snapshot,0.0,CURATEDF_seed5_L_base,L,base,CURATED,30,5,1,-4101168
187520,2259386,1465,branch,0.0,CURATEDF_seed5_L_base,L,base,CURATED,30,5,1,-4082480
381184,4592297,2978,main_at_snapshot,0.0,CURATEDF_seed5_L_base,L,base,CURATED,30,5,1,-3888816
423552,5102320,3309,branch,0.0,CURATEDF_seed5_L_base,L,base,CURATED,30,5,1,-3846448
861312,10373609,6729,main_at_snapshot,0.0,CURATEDF_seed5_L_base,L,base,CURATED,30,5,1,-3408688
956928,11525013,7476,branch,0.0,CURATEDF_seed5_L_base,L,base,CURATED,30,5,1,-3313072
1945088,23429420,15196,main_at_snapshot,0.0005,CURATEDF_seed5_L_base,L,base,CURATED,30,5,1,-2324912
2161152,26032060,16884,branch,0.0005,CURATEDF_seed5_L_base,L,base,CURATED,30,5,1,-2108848
4270080,51436550,33360,main,1.0,CURATEDF_seed5_L_base,L,base,CURATED,30,5,1,80
4393216,52919733,34322,main_at_snapshot,0.988,CURATEDF_seed5_L_base,L,base,CURATED,30,5,1,123216
4881152,58800020,38134,branch,0.9915,CURATEDF_seed5_L_base,L,base,CURATED,30,5,1,611152
4770048,57460794,37266,main,0.609,CURATEDF_seed5_L_base,L,base,CURATED,30,5,1,500048
5270016,63483774,41172,main,0.173,CURATEDF_seed5_L_base,L,base,CURATED,30,5,1,1000016
5770112,69510141,45079,main,0.063,CURATEDF_seed5_L_base,L,base,CURATED,30,5,1,1500112
6270080,75534058,48985,main,0.029,CURATEDF_seed5_L_base,L,base,CURATED,30,5,1,2000080
6770048,81557294,52891,main,0.0155,CURATEDF_seed5_L_base,L,base,CURATED,30,5,1,2500048
7270016,87581257,56797,main,0.0055,CURATEDF_seed5_L_base,L,base,CURATED,30,5,1,3000016
7770112,93605855,60704,main,0.0035,CURATEDF_seed5_L_base,L,base,CURATED,30,5,1,3500112
8270080,99627995,64610,main,0.0045,CURATEDF_seed5_L_base,L,base,CURATED,30,5,1,4000080
8770048,105651394,68516,main,0.001,CURATEDF_seed5_L_base,L,base,CURATED,30,5,1,4500048
9270016,111674533,72422,main,0.0025,CURATEDF_seed5_L_base,L,base,CURATED,30,5,1,5000016
9770112,117699240,76329,main,0.0025,CURATEDF_seed5_L_base,L,base,CURATED,30,5,1,5500112
9922432,119534357,77519,main_at_snapshot,0.002,CURATEDF_seed5_L_base,L,base,CURATED,30,5,1,5652432
11025024,132815941,86133,branch,0.004,CURATEDF_seed5_L_base,L,base,CURATED,30,5,1,6755024
10270080,123720991,80235,main,0.001,CURATEDF_seed5_L_base,L,base,CURATED,30,5,1,6000080
10770048,129743903,84141,main,0.003,CURATEDF_seed5_L_base,L,base,CURATED,30,5,1,6500048
11270016,135766356,88047,main,0.002,CURATEDF_seed5_L_base,L,base,CURATED,30,5,1,7000016
11770112,141790438,91954,main,0.0015,CURATEDF_seed5_L_base,L,base,CURATED,30,5,1,7500112
12270080,147812851,95860,main,0.001,CURATEDF_seed5_L_base,L,base,CURATED,30,5,1,8000080
12770048,153836827,99766,main,0.0005,CURATEDF_seed5_L_base,L,base,CURATED,30,5,1,8500048
13270016,159858651,103672,main,0.0005,CURATEDF_seed5_L_base,L,base,CURATED,30,5,1,9000016
13770112,165884399,107579,main,0.001,CURATEDF_seed5_L_base,L,base,CURATED,30,5,1,9500112
14270080,171907719,111485,main,0.0005,CURATEDF_seed5_L_base,L,base,CURATED,30,5,1,10000080
14770048,177930462,115391,main,0.0005,CURATEDF_seed5_L_base,L,base,CURATED,30,5,1,10500048
15270016,183953573,119297,main,0.001,CURATEDF_seed5_L_base,L,base,CURATED,30,5,1,11000016
15770112,189977859,123204,main,0.001,CURATEDF_seed5_L_base,L,base,CURATED,30,5,1,11500112
16270080,196002017,127110,main,0.0,CURATEDF_seed5_L_base,L,base,CURATED,30,5,1,12000080
16770048,202022846,131016,main,0.0015,CURATEDF_seed5_L_base,L,base,CURATED,30,5,1,12500048
17270016,208044686,134922,main,0.0015,CURATEDF_seed5_L_base,L,base,CURATED,30,5,1,13000016
17770112,214068539,138829,main,0.0005,CURATEDF_seed5_L_base,L,base,CURATED,30,5,1,13500112
18270080,220093999,142735,main,0.002,CURATEDF_seed5_L_base,L,base,CURATED,30,5,1,14000080
18770048,226120225,146641,main,0.0015,CURATEDF_seed5_L_base,L,base,CURATED,30,5,1,14500048
19270016,232142355,150547,main,0.0005,CURATEDF_seed5_L_base,L,base,CURATED,30,5,1,15000016
19770112,238164867,154454,main,0.0,CURATEDF_seed5_L_base,L,base,CURATED,30,5,1,15500112
20270080,244189622,158360,main,0.0015,CURATEDF_seed5_L_base,L,base,CURATED,30,5,1,16000080
20770048,250211377,162266,main,0.0005,CURATEDF_seed5_L_base,L,base,CURATED,30,5,1,16500048
21270016,256233052,166172,main,0.0,CURATEDF_seed5_L_base,L,base,CURATED,30,5,1,17000016
21770112,262257529,170079,main,0.0,CURATEDF_seed5_L_base,L,base,CURATED,30,5,1,17500112
22270080,268280976,173985,main,0.0,CURATEDF_seed5_L_base,L,base,CURATED,30,5,1,18000080
22412800,270000738,175100,main_at_snapshot,0.0,CURATEDF_seed5_L_base,L,base,CURATED,30,5,1,18142800
24903040,300000368,194555,branch,0.001,CURATEDF_seed5_L_base,L,base,CURATED,30,5,1,20633040
74752,901193,584,main_at_snapshot,0.0005,CURATEDF_seed5_M_base,M,base,CURATED,100,5,1,-4195248
83072,1001318,649,branch,0.0,CURATEDF_seed5_M_base,M,base,CURATED,100,5,1,-4186928
168832,2034148,1319,main_at_snapshot,0.0,CURATEDF_seed5_M_base,M,base,CURATED,100,5,1,-4101168
187520,2259386,1465,branch,0.0005,CURATEDF_seed5_M_base,M,base,CURATED,100,5,1,-4082480
381184,4592297,2978,main_at_snapshot,0.0,CURATEDF_seed5_M_base,M,base,CURATED,100,5,1,-3888816
423552,5102320,3309,branch,0.0,CURATEDF_seed5_M_base,M,base,CURATED,100,5,1,-3846448
861312,10373609,6729,main_at_snapshot,0.001,CURATEDF_seed5_M_base,M,base,CURATED,100,5,1,-3408688
956928,11525013,7476,branch,0.0005,CURATEDF_seed5_M_base,M,base,CURATED,100,5,1,-3313072
1945088,23429420,15196,main_at_snapshot,0.0005,CURATEDF_seed5_M_base,M,base,CURATED,100,5,1,-2324912
2161152,26032060,16884,branch,0.0,CURATEDF_seed5_M_base,M,base,CURATED,100,5,1,-2108848
4270080,51436550,33360,main,1.0,CURATEDF_seed5_M_base,M,base,CURATED,100,5,1,80
4393216,52919733,34322,main_at_snapshot,0.9405,CURATEDF_seed5_M_base,M,base,CURATED,100,5,1,123216
4881152,58800020,38134,branch,0.908,CURATEDF_seed5_M_base,M,base,CURATED,100,5,1,611152
4770048,57460794,37266,main,0.304,CURATEDF_seed5_M_base,M,base,CURATED,100,5,1,500048
5270016,63483774,41172,main,0.066,CURATEDF_seed5_M_base,M,base,CURATED,100,5,1,1000016
5770112,69510141,45079,main,0.0305,CURATEDF_seed5_M_base,M,base,CURATED,100,5,1,1500112
6270080,75534058,48985,main,0.0155,CURATEDF_seed5_M_base,M,base,CURATED,100,5,1,2000080
6770048,81557294,52891,main,0.0085,CURATEDF_seed5_M_base,M,base,CURATED,100,5,1,2500048
7270016,87581257,56797,main,0.0045,CURATEDF_seed5_M_base,M,base,CURATED,100,5,1,3000016
7770112,93605855,60704,main,0.004,CURATEDF_seed5_M_base,M,base,CURATED,100,5,1,3500112
8270080,99627995,64610,main,0.003,CURATEDF_seed5_M_base,M,base,CURATED,100,5,1,4000080
8770048,105651394,68516,main,0.0015,CURATEDF_seed5_M_base,M,base,CURATED,100,5,1,4500048
9270016,111674533,72422,main,0.003,CURATEDF_seed5_M_base,M,base,CURATED,100,5,1,5000016
9770112,117699240,76329,main,0.0045,CURATEDF_seed5_M_base,M,base,CURATED,100,5,1,5500112
9922432,119534357,77519,main_at_snapshot,0.0045,CURATEDF_seed5_M_base,M,base,CURATED,100,5,1,5652432
11025024,132815941,86133,branch,0.002,CURATEDF_seed5_M_base,M,base,CURATED,100,5,1,6755024
10270080,123720991,80235,main,0.001,CURATEDF_seed5_M_base,M,base,CURATED,100,5,1,6000080
10770048,129743903,84141,main,0.002,CURATEDF_seed5_M_base,M,base,CURATED,100,5,1,6500048
11270016,135766356,88047,main,0.0,CURATEDF_seed5_M_base,M,base,CURATED,100,5,1,7000016
11770112,141790438,91954,main,0.0005,CURATEDF_seed5_M_base,M,base,CURATED,100,5,1,7500112
12270080,147812851,95860,main,0.0015,CURATEDF_seed5_M_base,M,base,CURATED,100,5,1,8000080
12770048,153836827,99766,main,0.001,CURATEDF_seed5_M_base,M,base,CURATED,100,5,1,8500048
13270016,159858651,103672,main,0.001,CURATEDF_seed5_M_base,M,base,CURATED,100,5,1,9000016
13770112,165884399,107579,main,0.001,CURATEDF_seed5_M_base,M,base,CURATED,100,5,1,9500112
14270080,171907719,111485,main,0.002,CURATEDF_seed5_M_base,M,base,CURATED,100,5,1,10000080
14770048,177930462,115391,main,0.0005,CURATEDF_seed5_M_base,M,base,CURATED,100,5,1,10500048
15270016,183953573,119297,main,0.0005,CURATEDF_seed5_M_base,M,base,CURATED,100,5,1,11000016
15770112,189977859,123204,main,0.001,CURATEDF_seed5_M_base,M,base,CURATED,100,5,1,11500112
16270080,196002017,127110,main,0.0005,CURATEDF_seed5_M_base,M,base,CURATED,100,5,1,12000080
16770048,202022846,131016,main,0.0,CURATEDF_seed5_M_base,M,base,CURATED,100,5,1,12500048
17270016,208044686,134922,main,0.0,CURATEDF_seed5_M_base,M,base,CURATED,100,5,1,13000016
17770112,214068539,138829,main,0.001,CURATEDF_seed5_M_base,M,base,CURATED,100,5,1,13500112
18270080,220093999,142735,main,0.001,CURATEDF_seed5_M_base,M,base,CURATED,100,5,1,14000080
18770048,226120225,146641,main,0.001,CURATEDF_seed5_M_base,M,base,CURATED,100,5,1,14500048
19270016,232142355,150547,main,0.001,CURATEDF_seed5_M_base,M,base,CURATED,100,5,1,15000016
19770112,238164867,154454,main,0.0,CURATEDF_seed5_M_base,M,base,CURATED,100,5,1,15500112
20270080,244189622,158360,main,0.0005,CURATEDF_seed5_M_base,M,base,CURATED,100,5,1,16000080
20770048,250211377,162266,main,0.0,CURATEDF_seed5_M_base,M,base,CURATED,100,5,1,16500048
21270016,256233052,166172,main,0.0015,CURATEDF_seed5_M_base,M,base,CURATED,100,5,1,17000016
21770112,262257529,170079,main,0.0005,CURATEDF_seed5_M_base,M,base,CURATED,100,5,1,17500112
22270080,268280976,173985,main,0.001,CURATEDF_seed5_M_base,M,base,CURATED,100,5,1,18000080
22412800,270000738,175100,main_at_snapshot,0.0015,CURATEDF_seed5_M_base,M,base,CURATED,100,5,1,18142800
24903040,300000368,194555,branch,0.0,CURATEDF_seed5_M_base,M,base,CURATED,100,5,1,20633040
74752,901193,584,main_at_snapshot,0.0,CURATEDF_seed5_S_base,S,base,CURATED,300,5,1,-4195248
83072,1001318,649,branch,0.0005,CURATEDF_seed5_S_base,S,base,CURATED,300,5,1,-4186928
168832,2034148,1319,main_at_snapshot,0.0,CURATEDF_seed5_S_base,S,base,CURATED,300,5,1,-4101168
187520,2259386,1465,branch,0.0005,CURATEDF_seed5_S_base,S,base,CURATED,300,5,1,-4082480
381184,4592297,2978,main_at_snapshot,0.0,CURATEDF_seed5_S_base,S,base,CURATED,300,5,1,-3888816
423552,5102320,3309,branch,0.0,CURATEDF_seed5_S_base,S,base,CURATED,300,5,1,-3846448
861312,10373609,6729,main_at_snapshot,0.0,CURATEDF_seed5_S_base,S,base,CURATED,300,5,1,-3408688
956928,11525013,7476,branch,0.0005,CURATEDF_seed5_S_base,S,base,CURATED,300,5,1,-3313072
1945088,23429420,15196,main_at_snapshot,0.0,CURATEDF_seed5_S_base,S,base,CURATED,300,5,1,-2324912
2161152,26032060,16884,branch,0.0,CURATEDF_seed5_S_base,S,base,CURATED,300,5,1,-2108848
4270080,51436550,33360,main,0.9145,CURATEDF_seed5_S_base,S,base,CURATED,300,5,1,80
4393216,52919733,34322,main_at_snapshot,0.026,CURATEDF_seed5_S_base,S,base,CURATED,300,5,1,123216
4881152,58800020,38134,branch,0.012,CURATEDF_seed5_S_base,S,base,CURATED,300,5,1,611152
4770048,57460794,37266,main,0.0025,CURATEDF_seed5_S_base,S,base,CURATED,300,5,1,500048
5270016,63483774,41172,main,0.0,CURATEDF_seed5_S_base,S,base,CURATED,300,5,1,1000016
5770112,69510141,45079,main,0.0,CURATEDF_seed5_S_base,S,base,CURATED,300,5,1,1500112
6270080,75534058,48985,main,0.0005,CURATEDF_seed5_S_base,S,base,CURATED,300,5,1,2000080
6770048,81557294,52891,main,0.0,CURATEDF_seed5_S_base,S,base,CURATED,300,5,1,2500048
7270016,87581257,56797,main,0.0005,CURATEDF_seed5_S_base,S,base,CURATED,300,5,1,3000016
7770112,93605855,60704,main,0.0,CURATEDF_seed5_S_base,S,base,CURATED,300,5,1,3500112
8270080,99627995,64610,main,0.0005,CURATEDF_seed5_S_base,S,base,CURATED,300,5,1,4000080
8770048,105651394,68516,main,0.0,CURATEDF_seed5_S_base,S,base,CURATED,300,5,1,4500048
9270016,111674533,72422,main,0.0,CURATEDF_seed5_S_base,S,base,CURATED,300,5,1,5000016
9770112,117699240,76329,main,0.0,CURATEDF_seed5_S_base,S,base,CURATED,300,5,1,5500112
9922432,119534357,77519,main_at_snapshot,0.0005,CURATEDF_seed5_S_base,S,base,CURATED,300,5,1,5652432
11025024,132815941,86133,branch,0.0,CURATEDF_seed5_S_base,S,base,CURATED,300,5,1,6755024
10270080,123720991,80235,main,0.0,CURATEDF_seed5_S_base,S,base,CURATED,300,5,1,6000080
10770048,129743903,84141,main,0.0,CURATEDF_seed5_S_base,S,base,CURATED,300,5,1,6500048
11270016,135766356,88047,main,0.0005,CURATEDF_seed5_S_base,S,base,CURATED,300,5,1,7000016
11770112,141790438,91954,main,0.0005,CURATEDF_seed5_S_base,S,base,CURATED,300,5,1,7500112
12270080,147812851,95860,main,0.0005,CURATEDF_seed5_S_base,S,base,CURATED,300,5,1,8000080
12770048,153836827,99766,main,0.0,CURATEDF_seed5_S_base,S,base,CURATED,300,5,1,8500048
13270016,159858651,103672,main,0.0,CURATEDF_seed5_S_base,S,base,CURATED,300,5,1,9000016
13770112,165884399,107579,main,0.0,CURATEDF_seed5_S_base,S,base,CURATED,300,5,1,9500112
14270080,171907719,111485,main,0.0,CURATEDF_seed5_S_base,S,base,CURATED,300,5,1,10000080
14770048,177930462,115391,main,0.0005,CURATEDF_seed5_S_base,S,base,CURATED,300,5,1,10500048
15270016,183953573,119297,main,0.0,CURATEDF_seed5_S_base,S,base,CURATED,300,5,1,11000016
15770112,189977859,123204,main,0.0,CURATEDF_seed5_S_base,S,base,CURATED,300,5,1,11500112
16270080,196002017,127110,main,0.0005,CURATEDF_seed5_S_base,S,base,CURATED,300,5,1,12000080
16770048,202022846,131016,main,0.0005,CURATEDF_seed5_S_base,S,base,CURATED,300,5,1,12500048
17270016,208044686,134922,main,0.0,CURATEDF_seed5_S_base,S,base,CURATED,300,5,1,13000016
17770112,214068539,138829,main,0.0005,CURATEDF_seed5_S_base,S,base,CURATED,300,5,1,13500112
18270080,220093999,142735,main,0.0015,CURATEDF_seed5_S_base,S,base,CURATED,300,5,1,14000080
18770048,226120225,146641,main,0.0005,CURATEDF_seed5_S_base,S,base,CURATED,300,5,1,14500048
19270016,232142355,150547,main,0.0,CURATEDF_seed5_S_base,S,base,CURATED,300,5,1,15000016
19770112,238164867,154454,main,0.0,CURATEDF_seed5_S_base,S,base,CURATED,300,5,1,15500112
20270080,244189622,158360,main,0.0,CURATEDF_seed5_S_base,S,base,CURATED,300,5,1,16000080
20770048,250211377,162266,main,0.0,CURATEDF_seed5_S_base,S,base,CURATED,300,5,1,16500048
21270016,256233052,166172,main,0.0,CURATEDF_seed5_S_base,S,base,CURATED,300,5,1,17000016
21770112,262257529,170079,main,0.0,CURATEDF_seed5_S_base,S,base,CURATED,300,5,1,17500112
22270080,268280976,173985,main,0.0005,CURATEDF_seed5_S_base,S,base,CURATED,300,5,1,18000080
22412800,270000738,175100,main_at_snapshot,0.0,CURATEDF_seed5_S_base,S,base,CURATED,300,5,1,18142800
24903040,300000368,194555,branch,0.0,CURATEDF_seed5_S_base,S,base,CURATED,300,5,1,20633040
32128,901491,251,main_at_snapshot,0.0,FLAT_seed1_L_base,L,base,FLAT,30,1,1,-4237872
35712,1002054,279,branch,0.0005,FLAT_seed1_L_base,L,base,FLAT,30,1,1,-4234288
72576,2035863,567,main_at_snapshot,0.0005,FLAT_seed1_L_base,L,base,FLAT,30,1,1,-4197424
80640,2262035,630,branch,0.0005,FLAT_seed1_L_base,L,base,FLAT,30,1,1,-4189360
163840,4595334,1280,main_at_snapshot,0.0,FLAT_seed1_L_base,L,base,FLAT,30,1,1,-4106160
182016,5105143,1422,branch,0.0,FLAT_seed1_L_base,L,base,FLAT,30,1,1,-4087984
369920,10375442,2890,main_at_snapshot,0.0,FLAT_seed1_L_base,L,base,FLAT,30,1,1,-3900080
410880,11524536,3210,branch,0.0,FLAT_seed1_L_base,L,base,FLAT,30,1,1,-3859120
835328,23429201,6526,main_at_snapshot,0.0,FLAT_seed1_L_base,L,base,FLAT,30,1,1,-3434672
928128,26032025,7251,branch,0.0005,FLAT_seed1_L_base,L,base,FLAT,30,1,1,-3341872
1886848,52921445,14741,main_at_snapshot,0.0,FLAT_seed1_L_base,L,base,FLAT,30,1,1,-2383152
2096512,58801209,16379,branch,0.0,FLAT_seed1_L_base,L,base,FLAT,30,1,1,-2173488
4262144,119536862,33298,main_at_snapshot,1.0,FLAT_seed1_L_base,L,base,FLAT,30,1,1,-7856
4735616,132815933,36997,branch,1.0,FLAT_seed1_L_base,L,base,FLAT,30,1,1,465616
4270080,119759387,33360,main,1.0,FLAT_seed1_L_base,L,base,FLAT,30,1,1,80
4770048,133781620,37266,main,0.11,FLAT_seed1_L_base,L,base,FLAT,30,1,1,500048
5270016,147804252,41172,main,0.2775,FLAT_seed1_L_base,L,base,FLAT,30,1,1,1000016
5770112,161830580,45079,main,0.107,FLAT_seed1_L_base,L,base,FLAT,30,1,1,1500112
6270080,175855283,48985,main,0.0325,FLAT_seed1_L_base,L,base,FLAT,30,1,1,2000080
6770048,189878305,52891,main,0.022,FLAT_seed1_L_base,L,base,FLAT,30,1,1,2500048
7270016,203901008,56797,main,0.012,FLAT_seed1_L_base,L,base,FLAT,30,1,1,3000016
7770112,217927105,60704,main,0.009,FLAT_seed1_L_base,L,base,FLAT,30,1,1,3500112
8270080,231950503,64610,main,0.0065,FLAT_seed1_L_base,L,base,FLAT,30,1,1,4000080
8770048,245973511,68516,main,0.003,FLAT_seed1_L_base,L,base,FLAT,30,1,1,4500048
9270016,259997948,72422,main,0.003,FLAT_seed1_L_base,L,base,FLAT,30,1,1,5000016
9626752,270003495,75209,main_at_snapshot,0.0015,FLAT_seed1_L_base,L,base,FLAT,30,1,1,5356752
10696320,300001987,83565,branch,0.002,FLAT_seed1_L_base,L,base,FLAT,30,1,1,6426320
32128,901491,251,main_at_snapshot,0.0,FLAT_seed1_L_base_15,L,base,FLAT,15,1,1,-4237872
35712,1002054,279,branch,0.0005,FLAT_seed1_L_base_15,L,base,FLAT,15,1,1,-4234288
72576,2035863,567,main_at_snapshot,0.0005,FLAT_seed1_L_base_15,L,base,FLAT,15,1,1,-4197424
80640,2262035,630,branch,0.0005,FLAT_seed1_L_base_15,L,base,FLAT,15,1,1,-4189360
163840,4595334,1280,main_at_snapshot,0.0,FLAT_seed1_L_base_15,L,base,FLAT,15,1,1,-4106160
182016,5105143,1422,branch,0.0,FLAT_seed1_L_base_15,L,base,FLAT,15,1,1,-4087984
369920,10375442,2890,main_at_snapshot,0.0005,FLAT_seed1_L_base_15,L,base,FLAT,15,1,1,-3900080
410880,11524536,3210,branch,0.0005,FLAT_seed1_L_base_15,L,base,FLAT,15,1,1,-3859120
835328,23429201,6526,main_at_snapshot,0.0005,FLAT_seed1_L_base_15,L,base,FLAT,15,1,1,-3434672
928128,26032025,7251,branch,0.0005,FLAT_seed1_L_base_15,L,base,FLAT,15,1,1,-3341872
1886848,52921445,14741,main_at_snapshot,0.0,FLAT_seed1_L_base_15,L,base,FLAT,15,1,1,-2383152
2096512,58801209,16379,branch,0.001,FLAT_seed1_L_base_15,L,base,FLAT,15,1,1,-2173488
4262144,119536862,33298,main_at_snapshot,0.991,FLAT_seed1_L_base_15,L,base,FLAT,15,1,1,-7856
4735616,132815933,36997,branch,0.569,FLAT_seed1_L_base_15,L,base,FLAT,15,1,1,465616
4270080,119759387,33360,main,0.9905,FLAT_seed1_L_base_15,L,base,FLAT,15,1,1,80
4770048,133781620,37266,main,0.009,FLAT_seed1_L_base_15,L,base,FLAT,15,1,1,500048
5270016,147804252,41172,main,0.004,FLAT_seed1_L_base_15,L,base,FLAT,15,1,1,1000016
5770112,161830580,45079,main,0.007,FLAT_seed1_L_base_15,L,base,FLAT,15,1,1,1500112
6270080,175855283,48985,main,0.0035,FLAT_seed1_L_base_15,L,base,FLAT,15,1,1,2000080
6770048,189878305,52891,main,0.0055,FLAT_seed1_L_base_15,L,base,FLAT,15,1,1,2500048
7270016,203901008,56797,main,0.003,FLAT_seed1_L_base_15,L,base,FLAT,15,1,1,3000016
7770112,217927105,60704,main,0.002,FLAT_seed1_L_base_15,L,base,FLAT,15,1,1,3500112
8270080,231950503,64610,main,0.0005,FLAT_seed1_L_base_15,L,base,FLAT,15,1,1,4000080
8770048,245973511,68516,main,0.0015,FLAT_seed1_L_base_15,L,base,FLAT,15,1,1,4500048
9270016,259997948,72422,main,0.001,FLAT_seed1_L_base_15,L,base,FLAT,15,1,1,5000016
9626752,270003495,75209,main_at_snapshot,0.001,FLAT_seed1_L_base_15,L,base,FLAT,15,1,1,5356752
10696320,300001987,83565,branch,0.0005,FLAT_seed1_L_base_15,L,base,FLAT,15,1,1,6426320
32128,901491,251,main_at_snapshot,0.0,FLAT_seed1_L_base_8,L,base,FLAT,8,1,1,-4237872
35712,1002054,279,branch,0.0005,FLAT_seed1_L_base_8,L,base,FLAT,8,1,1,-4234288
72576,2035863,567,main_at_snapshot,0.0005,FLAT_seed1_L_base_8,L,base,FLAT,8,1,1,-4197424
80640,2262035,630,branch,0.0005,FLAT_seed1_L_base_8,L,base,FLAT,8,1,1,-4189360
163840,4595334,1280,main_at_snapshot,0.0,FLAT_seed1_L_base_8,L,base,FLAT,8,1,1,-4106160
182016,5105143,1422,branch,0.0,FLAT_seed1_L_base_8,L,base,FLAT,8,1,1,-4087984
369920,10375442,2890,main_at_snapshot,0.0005,FLAT_seed1_L_base_8,L,base,FLAT,8,1,1,-3900080
410880,11524536,3210,branch,0.0,FLAT_seed1_L_base_8,L,base,FLAT,8,1,1,-3859120
835328,23429201,6526,main_at_snapshot,0.0,FLAT_seed1_L_base_8,L,base,FLAT,8,1,1,-3434672
928128,26032025,7251,branch,0.0,FLAT_seed1_L_base_8,L,base,FLAT,8,1,1,-3341872
1886848,52921445,14741,main_at_snapshot,0.0015,FLAT_seed1_L_base_8,L,base,FLAT,8,1,1,-2383152
2096512,58801209,16379,branch,0.0005,FLAT_seed1_L_base_8,L,base,FLAT,8,1,1,-2173488
4262144,119536862,33298,main_at_snapshot,0.689,FLAT_seed1_L_base_8,L,base,FLAT,8,1,1,-7856
4735616,132815933,36997,branch,0.0335,FLAT_seed1_L_base_8,L,base,FLAT,8,1,1,465616
4270080,119759387,33360,main,0.718,FLAT_seed1_L_base_8,L,base,FLAT,8,1,1,80
4770048,133781620,37266,main,0.0005,FLAT_seed1_L_base_8,L,base,FLAT,8,1,1,500048
5270016,147804252,41172,main,0.0005,FLAT_seed1_L_base_8,L,base,FLAT,8,1,1,1000016
5770112,161830580,45079,main,0.001,FLAT_seed1_L_base_8,L,base,FLAT,8,1,1,1500112
6270080,175855283,48985,main,0.001,FLAT_seed1_L_base_8,L,base,FLAT,8,1,1,2000080
6770048,189878305,52891,main,0.002,FLAT_seed1_L_base_8,L,base,FLAT,8,1,1,2500048
7270016,203901008,56797,main,0.0,FLAT_seed1_L_base_8,L,base,FLAT,8,1,1,3000016
7770112,217927105,60704,main,0.0005,FLAT_seed1_L_base_8,L,base,FLAT,8,1,1,3500112
8270080,231950503,64610,main,0.0,FLAT_seed1_L_base_8,L,base,FLAT,8,1,1,4000080
8770048,245973511,68516,main,0.0,FLAT_seed1_L_base_8,L,base,FLAT,8,1,1,4500048
9270016,259997948,72422,main,0.0005,FLAT_seed1_L_base_8,L,base,FLAT,8,1,1,5000016
9626752,270003495,75209,main_at_snapshot,0.0,FLAT_seed1_L_base_8,L,base,FLAT,8,1,1,5356752
10696320,300001987,83565,branch,0.0,FLAT_seed1_L_base_8,L,base,FLAT,8,1,1,6426320
35712,1002054,279,main,0.0005,FLAT_seed1_L_cosine,L,cosine,FLAT,30,1,1,-4234288
80640,2262035,630,main,0.0005,FLAT_seed1_L_cosine,L,cosine,FLAT,30,1,1,-4189360
182016,5105143,1422,main,0.0,FLAT_seed1_L_cosine,L,cosine,FLAT,30,1,1,-4087984
410880,11524536,3210,main,0.0,FLAT_seed1_L_cosine,L,cosine,FLAT,30,1,1,-3859120
928128,26032025,7251,main,0.002,FLAT_seed1_L_cosine,L,cosine,FLAT,30,1,1,-3341872
2096512,58801209,16379,main,0.0,FLAT_seed1_L_cosine,L,cosine,FLAT,30,1,1,-2173488
4270080,119759387,33360,main,1.0,FLAT_seed1_L_cosine,L,cosine,FLAT,30,1,1,80
4735616,132815933,36997,main,0.991,FLAT_seed1_L_cosine,L,cosine,FLAT,30,1,1,465616
4770048,133781620,37266,main,0.9885,FLAT_seed1_L_cosine,L,cosine,FLAT,30,1,1,500048
5270016,147804252,41172,main,0.929,FLAT_seed1_L_cosine,L,cosine,FLAT,30,1,1,1000016
5770112,161830580,45079,main,0.811,FLAT_seed1_L_cosine,L,cosine,FLAT,30,1,1,1500112
6270080,175855283,48985,main,0.711,FLAT_seed1_L_cosine,L,cosine,FLAT,30,1,1,2000080
6770048,189878305,52891,main,0.6335,FLAT_seed1_L_cosine,L,cosine,FLAT,30,1,1,2500048
7270016,203901008,56797,main,0.568,FLAT_seed1_L_cosine,L,cosine,FLAT,30,1,1,3000016
7770112,217927105,60704,main,0.51,FLAT_seed1_L_cosine,L,cosine,FLAT,30,1,1,3500112
8270080,231950503,64610,main,0.483,FLAT_seed1_L_cosine,L,cosine,FLAT,30,1,1,4000080
8770048,245973511,68516,main,0.4515,FLAT_seed1_L_cosine,L,cosine,FLAT,30,1,1,4500048
9270016,259997948,72422,main,0.4195,FLAT_seed1_L_cosine,L,cosine,FLAT,30,1,1,5000016
9770112,274023948,76329,main,0.4045,FLAT_seed1_L_cosine,L,cosine,FLAT,30,1,1,5500112
10270080,288048038,80235,main,0.375,FLAT_seed1_L_cosine,L,cosine,FLAT,30,1,1,6000080
10696320,300001987,83565,main,0.3635,FLAT_seed1_L_cosine,L,cosine,FLAT,30,1,1,6426320
32128,901491,251,main_at_snapshot,0.0,FLAT_seed1_L_wd0,L,wd0,FLAT,30,1,1,-4237872
35712,1002054,279,branch,0.0,FLAT_seed1_L_wd0,L,wd0,FLAT,30,1,1,-4234288
72576,2035863,567,main_at_snapshot,0.0005,FLAT_seed1_L_wd0,L,wd0,FLAT,30,1,1,-4197424
